cauldron,date,start_time_epoch,end_time_epoch,section_drain_slope_per_min,section_drain_duration_minutes
cauldron_001,2025-10-31,1761909600,1761909660,-0.06999999999999318,1.0
cauldron_001,2025-10-31,1761909840,1761909900,-0.10999999999995679,1.0
cauldron_001,2025-10-31,1761912480,1761912540,-0.11000000000001361,1.0
cauldron_001,2025-10-31,1761914700,1761914760,-0.09000000000003183,1.0
cauldron_001,2025-10-31,1761915180,1761915300,-0.09999999999999429,2.0
cauldron_001,2025-10-31,1761916680,1761916740,-0.10999999999995679,1.0
cauldron_001,2025-10-31,1761918540,1761918600,-0.06000000000000228,1.0
cauldron_001,2025-10-31,1761918720,1761918780,-0.05000000000001136,1.0
cauldron_001,2025-10-31,1761919020,1761919140,-0.040000000000020464,2.0
cauldron_001,2025-10-31,1761919260,1761919380,-0.06000000000000228,2.0
cauldron_001,2025-10-31,1761921540,1761921600,-0.04000000000002046,1.0
cauldron_001,2025-10-31,1761921960,1761922020,-0.03999999999996361,1.0
cauldron_001,2025-10-31,1761922980,1761923040,-0.02000000000003865,1.0
cauldron_001,2025-10-31,1761923760,1761923820,-0.06999999999999318,1.0
cauldron_001,2025-10-31,1761924060,1761924120,-0.06000000000000228,1.0
cauldron_001,2025-10-31,1761925320,1761925380,-0.06000000000000228,1.0
cauldron_001,2025-10-31,1761925560,1761925680,-0.06000000000000227,2.0
cauldron_001,2025-10-31,1761926220,1761926340,-0.045000000000015916,2.0
cauldron_001,2025-10-31,1761927540,1761927600,-0.11000000000001361,1.0
cauldron_001,2025-10-31,1761927720,1761927780,-0.05000000000001136,1.0
cauldron_001,2025-10-31,1761930420,1761930540,-0.07500000000001704,2.0
cauldron_001,2025-10-31,1761931800,1761931860,-0.019999999999981807,1.0
cauldron_001,2025-10-31,1761934020,1761934080,-0.06000000000000228,1.0
cauldron_001,2025-10-31,1761934620,1761934680,-0.12000000000000453,1.0
cauldron_001,2025-10-31,1761935400,1761935520,-0.06999999999999316,2.0
cauldron_001,2025-10-31,1761935820,1761935880,-0.04000000000002046,1.0
cauldron_001,2025-10-31,1761937380,1761937500,-0.09499999999999888,2.0
cauldron_001,2025-10-31,1761938040,1761938100,-0.019999999999981807,1.0
cauldron_001,2025-10-31,1761940380,1761940440,-0.0799999999999841,1.0
cauldron_001,2025-10-31,1761942300,1761942420,-0.10000000000002275,2.0
cauldron_001,2025-10-31,1761943260,1761943380,-0.03499999999999658,2.0
cauldron_001,2025-10-31,1761944340,1761944400,-0.0799999999999841,1.0
cauldron_001,2025-10-31,1761944760,1761944820,-0.02000000000003865,1.0
cauldron_001,2025-10-31,1761945000,1761945060,-0.11000000000001361,1.0
cauldron_001,2025-10-31,1761946740,1761946860,-0.045000000000015916,2.0
cauldron_001,2025-10-31,1761947040,1761947220,-0.08300000000000407,3.0
cauldron_001,2025-10-31,1761947400,1761947520,-0.06999999999999316,2.0
cauldron_001,2025-10-31,1761947760,1761947820,-0.10000000000002271,1.0
cauldron_001,2025-10-31,1761948900,1761948960,-0.04000000000002046,1.0
cauldron_001,2025-10-31,1761949080,1761949140,-0.12000000000000453,1.0
cauldron_001,2025-10-31,1761949320,1761949500,-0.1050000000000011,3.0
cauldron_001,2025-10-31,1761949860,1761949980,-0.01500000000001478,2.0
cauldron_001,2025-10-31,1761950100,1761950160,-0.019999999999981807,1.0
cauldron_001,2025-10-31,1761951000,1761951060,-0.13999999999998636,1.0
cauldron_001,2025-10-31,1761951660,1761951780,-0.014999999999986356,2.0
cauldron_001,2025-10-31,1761952260,1761952320,-0.08000000000004093,1.0
cauldron_001,2025-10-31,1761952440,1761952500,-0.04000000000002046,1.0
cauldron_001,2025-10-31,1761953520,1761953700,-0.08299999999998701,3.0
cauldron_001,2025-10-31,1761955020,1761955080,-0.09000000000003183,1.0
cauldron_001,2025-11-01,1761955320,1761955380,-0.12000000000000453,1.0
cauldron_001,2025-11-01,1761955560,1761955620,-0.05000000000001136,1.0
cauldron_001,2025-11-01,1761957060,1761957180,-0.04499999999998749,2.0
cauldron_001,2025-11-01,1761957900,1761957960,-0.10000000000002271,1.0
cauldron_001,2025-11-01,1761959340,1761959400,-0.009999999999990903,1.0
cauldron_001,2025-11-01,1761963300,1761963480,-0.0700000000000102,3.0
cauldron_001,2025-11-01,1761964020,1761964080,-0.019999999999981807,1.0
cauldron_001,2025-11-01,1761964620,1761964680,-0.08999999999997498,1.0
cauldron_001,2025-11-01,1761965760,1761965880,-0.050000000000011376,2.0
cauldron_001,2025-11-01,1761966420,1761966480,-0.009999999999990903,1.0
cauldron_001,2025-11-01,1761967380,1761967500,-0.06999999999999318,2.0
cauldron_001,2025-11-01,1761969000,1761969060,-0.09000000000003183,1.0
cauldron_001,2025-11-01,1761969300,1761969360,-0.02999999999997271,1.0
cauldron_001,2025-11-01,1761969480,1761969540,-0.08999999999997499,1.0
cauldron_001,2025-11-01,1761969780,1761969840,-0.009999999999990903,1.0
cauldron_001,2025-11-01,1761970740,1761970800,-0.1300000000000523,1.0
cauldron_001,2025-11-01,1761971640,1761971700,-0.06000000000000228,1.0
cauldron_001,2025-11-01,1761971880,1761971940,-0.08000000000004093,1.0
cauldron_001,2025-11-01,1761972180,1761982980,-0.4500000000000002,180.0
cauldron_001,2025-11-01,1761984540,1761984600,-0.07999999999998407,1.0
cauldron_001,2025-11-01,1761984900,1761984960,-0.049999999999954525,1.0
cauldron_001,2025-11-01,1761985080,1761985140,-0.07999999999998407,1.0
cauldron_001,2025-11-01,1761985680,1761985800,-0.05500000000000681,2.0
cauldron_001,2025-11-01,1761986460,1761986520,-0.02000000000003865,1.0
cauldron_001,2025-11-01,1761986700,1761986760,-0.11000000000001361,1.0
cauldron_001,2025-11-01,1761988080,1761988200,-0.10500000000001818,2.0
cauldron_001,2025-11-01,1761989640,1761989700,-0.0799999999999841,1.0
cauldron_001,2025-11-01,1761989820,1761989880,-0.0999999999999659,1.0
cauldron_001,2025-11-01,1761990000,1761990120,-0.09999999999999432,2.0
cauldron_001,2025-11-01,1761990240,1761990360,-0.07999999999998407,2.0
cauldron_001,2025-11-01,1761991260,1761991320,-0.11000000000001361,1.0
cauldron_001,2025-11-01,1761991620,1761991680,-0.06999999999999318,1.0
cauldron_001,2025-11-01,1761993360,1761993480,-0.05500000000000681,2.0
cauldron_001,2025-11-01,1761995400,1761995460,-0.009999999999990903,1.0
cauldron_001,2025-11-01,1761995580,1761995640,-0.02999999999997271,1.0
cauldron_001,2025-11-01,1761999000,1761999120,-0.07500000000001704,2.0
cauldron_001,2025-11-01,1761999720,1761999780,-0.10000000000002271,1.0
cauldron_001,2025-11-01,1762000920,1762001040,-0.10500000000001819,2.0
cauldron_001,2025-11-01,1762002840,1762002960,-0.04500000000001591,2.0
cauldron_001,2025-11-01,1762003320,1762003380,-0.009999999999990903,1.0
cauldron_001,2025-11-01,1762003500,1762003620,-0.08500000000000796,2.0
cauldron_001,2025-11-01,1762003860,1762003980,-0.1099999999999852,2.0
cauldron_001,2025-11-01,1762004520,1762004580,-0.11000000000001361,1.0
cauldron_001,2025-11-01,1762004820,1762004880,-0.07999999999998407,1.0
cauldron_001,2025-11-01,1762006020,1762006080,-0.04000000000002046,1.0
cauldron_001,2025-11-01,1762006260,1762006320,-0.06000000000000228,1.0
cauldron_001,2025-11-01,1762010280,1762010340,-0.019999999999981807,1.0
cauldron_001,2025-11-01,1762012740,1762012920,-0.07900000000000203,3.0
cauldron_001,2025-11-01,1762013100,1762013160,-0.06000000000000228,1.0
cauldron_001,2025-11-01,1762015740,1762015800,-0.0999999999999659,1.0
cauldron_001,2025-11-01,1762016040,1762016160,-0.039999999999992035,2.0
cauldron_001,2025-11-01,1762016520,1762016580,-0.02000000000003865,1.0
cauldron_001,2025-11-01,1762017120,1762017240,-0.06499999999999771,2.0
cauldron_001,2025-11-01,1762019760,1762019820,-0.009999999999990903,1.0
cauldron_001,2025-11-01,1762019940,1762020000,-0.08000000000004093,1.0
cauldron_001,2025-11-01,1762020120,1762020180,-0.019999999999981807,1.0
cauldron_001,2025-11-01,1762020720,1762020780,-0.13999999999998636,1.0
cauldron_001,2025-11-01,1762021020,1762021080,-0.09000000000003183,1.0
cauldron_001,2025-11-01,1762021980,1762022040,-0.12000000000000453,1.0
cauldron_001,2025-11-01,1762022460,1762022520,-0.13999999999998636,1.0
cauldron_001,2025-11-01,1762023120,1762023180,-0.06000000000000228,1.0
cauldron_001,2025-11-01,1762023660,1762023720,-0.14000000000004317,1.0
cauldron_001,2025-11-01,1762023960,1762024020,-0.04000000000002046,1.0
cauldron_001,2025-11-01,1762026240,1762026300,-0.06999999999999318,1.0
cauldron_001,2025-11-01,1762027200,1762027320,-0.08500000000000796,2.0
cauldron_001,2025-11-01,1762027800,1762027860,-0.06999999999999318,1.0
cauldron_001,2025-11-01,1762028040,1762028100,-0.12999999999999545,1.0
cauldron_001,2025-11-01,1762028760,1762028820,-0.05000000000001136,1.0
cauldron_001,2025-11-01,1762029180,1762029300,-0.03499999999999658,2.0
cauldron_001,2025-11-01,1762029840,1762029900,-0.06999999999999318,1.0
cauldron_001,2025-11-01,1762030260,1762030320,-0.06999999999999318,1.0
cauldron_001,2025-11-01,1762030560,1762030620,-0.0999999999999659,1.0
cauldron_001,2025-11-01,1762030740,1762030800,-0.06000000000000228,1.0
cauldron_001,2025-11-01,1762031940,1762032000,-0.11000000000001361,1.0
cauldron_001,2025-11-01,1762032900,1762032960,-0.08000000000004093,1.0
cauldron_001,2025-11-01,1762034760,1762034820,-0.13999999999998636,1.0
cauldron_001,2025-11-01,1762037460,1762037520,-0.14999999999997726,1.0
cauldron_001,2025-11-01,1762038120,1762038300,-0.0909999999999911,3.0
cauldron_001,2025-11-01,1762038480,1762038540,-0.14999999999997726,1.0
cauldron_001,2025-11-01,1762038720,1762038780,-0.12000000000000453,1.0
cauldron_001,2025-11-01,1762038900,1762038960,-0.03000000000002956,1.0
cauldron_001,2025-11-01,1762039800,1762039920,-0.030000000000001133,2.0
cauldron_001,2025-11-01,1762040880,1762040940,-0.0999999999999659,1.0
cauldron_001,2025-11-01,1762041420,1762041480,-0.06000000000000228,1.0
cauldron_001,2025-11-02,1762041840,1762041900,-0.14999999999997726,1.0
cauldron_001,2025-11-02,1762042260,1762042320,-0.10999999999995679,1.0
cauldron_001,2025-11-02,1762043160,1762043280,-0.06499999999999771,2.0
cauldron_001,2025-11-02,1762044060,1762044120,-0.05999999999994542,1.0
cauldron_001,2025-11-02,1762044480,1762044540,-0.06000000000000228,1.0
cauldron_001,2025-11-02,1762045800,1762045920,-0.04999999999998295,2.0
cauldron_001,2025-11-02,1762046040,1762046100,-0.05000000000001136,1.0
cauldron_001,2025-11-02,1762046400,1762046520,-0.02000000000001023,2.0
cauldron_001,2025-11-02,1762046760,1762046820,-0.04000000000002046,1.0
cauldron_001,2025-11-02,1762047420,1762047660,-0.07700000000000386,4.0
cauldron_001,2025-11-02,1762049100,1762049160,-0.10000000000002271,1.0
cauldron_001,2025-11-02,1762050480,1762050540,-0.10000000000002271,1.0
cauldron_001,2025-11-02,1762051200,1762051260,-0.049999999999954525,1.0
cauldron_001,2025-11-02,1762051380,1762051440,-0.13999999999998636,1.0
cauldron_001,2025-11-02,1762051740,1762051800,-0.03999999999996361,1.0
cauldron_001,2025-11-02,1762052220,1762052280,-0.009999999999990903,1.0
cauldron_001,2025-11-02,1762052640,1762052700,-0.06999999999999318,1.0
cauldron_001,2025-11-02,1762053300,1762053480,-0.045999999999992255,3.0
cauldron_001,2025-11-02,1762053960,1762054020,-0.12999999999999545,1.0
cauldron_001,2025-11-02,1762055280,1762055340,-0.02999999999997271,1.0
cauldron_001,2025-11-02,1762055460,1762055580,-0.09999999999999429,2.0
cauldron_001,2025-11-02,1762056060,1762056120,-0.08000000000004093,1.0
cauldron_001,2025-11-02,1762057140,1762057260,-0.12000000000000456,2.0
cauldron_001,2025-11-02,1762057560,1762057620,-0.05000000000001136,1.0
cauldron_001,2025-11-02,1762057740,1762057920,-0.07900000000000203,3.0
cauldron_001,2025-11-02,1762058040,1762058100,-0.009999999999990903,1.0
cauldron_001,2025-11-02,1762059120,1762059300,-0.046999999999991354,3.0
cauldron_001,2025-11-02,1762059960,1762060020,-0.08000000000004093,1.0
cauldron_001,2025-11-02,1762060680,1762060800,-0.09499999999999888,2.0
cauldron_001,2025-11-02,1762061820,1762061880,-0.009999999999990903,1.0
cauldron_001,2025-11-02,1762062240,1762062300,-0.019999999999981807,1.0
cauldron_001,2025-11-02,1762063080,1762063200,-0.039999999999992035,2.0
cauldron_001,2025-11-02,1762064040,1762064160,-0.1150000000000091,2.0
cauldron_001,2025-11-02,1762064640,1762064820,-0.0829999999999984,3.0
cauldron_001,2025-11-02,1762065300,1762065480,-0.1270000000000152,3.0
cauldron_001,2025-11-02,1762066800,1762066860,-0.06000000000000228,1.0
cauldron_001,2025-11-02,1762067040,1762067100,-0.049999999999954525,1.0
cauldron_001,2025-11-02,1762067880,1762067940,-0.07999999999998407,1.0
cauldron_001,2025-11-02,1762069560,1762069680,-0.08000000000001252,2.0
cauldron_001,2025-11-02,1762071960,1762072080,-0.125,2.0
cauldron_001,2025-11-02,1762074180,1762074240,-0.11000000000001361,1.0
cauldron_001,2025-11-02,1762074540,1762074660,-0.07999999999998407,2.0
cauldron_001,2025-11-02,1762075140,1762075200,-0.11000000000001361,1.0
cauldron_001,2025-11-02,1762076640,1762076760,-0.07500000000004549,2.0
cauldron_001,2025-11-02,1762079280,1762079400,-0.10000000000002272,2.0
cauldron_001,2025-11-02,1762079820,1762079880,-0.02999999999997271,1.0
cauldron_001,2025-11-02,1762080120,1762080180,-0.009999999999990903,1.0
cauldron_001,2025-11-02,1762081440,1762081500,-0.10000000000002272,1.0
cauldron_001,2025-11-02,1762083180,1762083240,-0.030000000000086402,1.0
cauldron_001,2025-11-02,1762084500,1762084560,-0.06000000000005912,1.0
cauldron_001,2025-11-02,1762084680,1762084740,-0.16000000000008185,1.0
cauldron_001,2025-11-02,1762085400,1762085460,-0.14999999999997726,1.0
cauldron_001,2025-11-02,1762086360,1762086420,-0.15999999999996814,1.0
cauldron_001,2025-11-02,1762087740,1762087800,-0.0500000000000682,1.0
cauldron_001,2025-11-02,1762087920,1762088040,-0.08000000000004091,2.0
cauldron_001,2025-11-02,1762089240,1762089300,-0.12000000000000456,1.0
cauldron_001,2025-11-02,1762089480,1762089540,-0.13999999999998636,1.0
cauldron_001,2025-11-02,1762090440,1762090500,-0.12000000000000456,1.0
cauldron_001,2025-11-02,1762091160,1762091220,-0.13999999999998636,1.0
cauldron_001,2025-11-02,1762091700,1762091760,-0.14999999999997726,1.0
cauldron_001,2025-11-02,1762092720,1762092780,-0.14999999999997726,1.0
cauldron_001,2025-11-02,1762093620,1762093680,-0.16999999999995904,1.0
cauldron_001,2025-11-02,1762094040,1762094100,-0.02999999999997271,1.0
cauldron_001,2025-11-02,1762094340,1762094400,-0.17999999999994998,1.0
cauldron_001,2025-11-02,1762094520,1762094580,-0.13999999999998636,1.0
cauldron_001,2025-11-02,1762095540,1762095660,-0.12999999999999542,2.0
cauldron_001,2025-11-02,1762095960,1762096020,-0.05000000000006821,1.0
cauldron_001,2025-11-02,1762096560,1762096620,-0.07000000000005002,1.0
cauldron_001,2025-11-02,1762096860,1762097040,-0.10599999999998315,3.0
cauldron_001,2025-11-02,1762097760,1762097820,-0.019999999999981807,1.0
cauldron_001,2025-11-02,1762098780,1762098900,-0.07000000000005002,2.0
cauldron_001,2025-11-02,1762099200,1762099260,-0.13999999999998636,1.0
cauldron_001,2025-11-02,1762099620,1762099680,-0.10000000000002272,1.0
cauldron_001,2025-11-02,1762100100,1762100160,-0.15999999999996814,1.0
cauldron_001,2025-11-02,1762100340,1762100400,-0.12000000000000456,1.0
cauldron_001,2025-11-02,1762101540,1762101600,-0.03999999999996361,1.0
cauldron_001,2025-11-02,1762101840,1762101900,-0.12999999999999545,1.0
cauldron_001,2025-11-02,1762102200,1762102260,-0.049999999999954525,1.0
cauldron_001,2025-11-02,1762104240,1762104300,-0.06000000000005912,1.0
cauldron_001,2025-11-02,1762107360,1762107420,-0.08000000000004091,1.0
cauldron_001,2025-11-02,1762108320,1762108380,-0.12000000000000456,1.0
cauldron_001,2025-11-02,1762109100,1762109160,-0.11000000000001366,1.0
cauldron_001,2025-11-02,1762109640,1762109700,-0.17000000000007276,1.0
cauldron_001,2025-11-02,1762109820,1762109940,-0.11000000000001361,2.0
cauldron_001,2025-11-02,1762111320,1762111380,-0.07000000000005002,1.0
cauldron_001,2025-11-02,1762111800,1762111860,-0.009999999999990903,1.0
cauldron_001,2025-11-02,1762111980,1762112040,-0.12000000000000456,1.0
cauldron_001,2025-11-02,1762112880,1762113060,-0.11399999999997588,3.0
cauldron_001,2025-11-02,1762113480,1762113540,-0.17000000000007276,1.0
cauldron_001,2025-11-02,1762114020,1762114080,-0.18999999999994088,1.0
cauldron_001,2025-11-02,1762114380,1762114500,-0.14999999999997726,2.0
cauldron_001,2025-11-02,1762117320,1762117380,-0.12000000000000456,1.0
cauldron_001,2025-11-02,1762117620,1762117680,-0.049999999999954525,1.0
cauldron_001,2025-11-02,1762118520,1762118580,-0.19999999999993173,1.0
cauldron_001,2025-11-02,1762119120,1762119240,-0.09499999999997043,2.0
cauldron_001,2025-11-02,1762120140,1762120320,-0.08899999999999861,3.0
cauldron_001,2025-11-02,1762121100,1762121220,-0.1449999999999818,2.0
cauldron_001,2025-11-02,1762121700,1762121940,-0.11999999999998176,4.0
cauldron_001,2025-11-02,1762122240,1762122300,-0.20000000000004542,1.0
cauldron_001,2025-11-02,1762122420,1762122480,-0.1999999999999318,1.0
cauldron_001,2025-11-02,1762123320,1762123380,-0.17999999999994998,1.0
cauldron_001,2025-11-02,1762123620,1762123680,-0.12999999999999545,1.0
cauldron_001,2025-11-02,1762124340,1762124400,-0.21000000000003638,1.0
cauldron_001,2025-11-02,1762124520,1762124580,-0.10000000000002272,1.0
cauldron_001,2025-11-02,1762125000,1762125060,-0.019999999999981807,1.0
cauldron_001,2025-11-02,1762125420,1762125480,-0.05000000000006821,1.0
cauldron_001,2025-11-02,1762126020,1762126140,-0.08499999999997952,2.0
cauldron_001,2025-11-02,1762126560,1762126680,-0.05500000000000681,2.0
cauldron_001,2025-11-02,1762126800,1762126860,-0.15000000000009092,1.0
cauldron_001,2025-11-02,1762127340,1762127400,-0.08000000000004091,1.0
cauldron_001,2025-11-02,1762127520,1762127640,-0.12999999999999542,2.0
cauldron_001,2025-11-03,1762128060,1762128120,-0.0400000000000773,1.0
cauldron_001,2025-11-03,1762129080,1762129140,-0.22000000000002723,1.0
cauldron_001,2025-11-03,1762129260,1762129320,-0.08000000000004091,1.0
cauldron_001,2025-11-03,1762129560,1762129740,-0.1600000000000136,3.0
cauldron_001,2025-11-03,1762130700,1762130820,-0.13499999999999088,2.0
cauldron_001,2025-11-03,1762131780,1762131840,-0.009999999999990903,1.0
cauldron_001,2025-11-03,1762132740,1762132800,-0.019999999999981807,1.0
cauldron_001,2025-11-03,1762133100,1762133400,-0.07571428571429482,5.0
cauldron_001,2025-11-03,1762134000,1762134120,-0.1150000000000091,2.0
cauldron_001,2025-11-03,1762134600,1762134660,-0.12000000000000456,1.0
cauldron_001,2025-11-03,1762134840,1762134960,-0.14999999999997726,2.0
cauldron_001,2025-11-03,1762135920,1762135980,-0.019999999999981807,1.0
cauldron_001,2025-11-03,1762136340,1762136400,-0.12999999999999542,1.0
cauldron_001,2025-11-03,1762137540,1762137660,-0.14999999999997726,2.0
cauldron_001,2025-11-03,1762137780,1762137900,-0.07500000000004546,2.0
cauldron_001,2025-11-03,1762139880,1762139940,-0.019999999999981807,1.0
cauldron_001,2025-11-03,1762140420,1762140600,-0.11099999999998995,3.0
cauldron_001,2025-11-03,1762143420,1762143540,-0.14500000000003865,2.0
cauldron_001,2025-11-03,1762144080,1762144140,-0.17999999999994998,1.0
cauldron_001,2025-11-03,1762144500,1762144680,-0.16799999999997223,3.0
cauldron_001,2025-11-03,1762145580,1762145640,-0.02999999999997271,1.0
cauldron_001,2025-11-03,1762146240,1762146300,-0.21999999999991357,1.0
cauldron_001,2025-11-03,1762147260,1762147320,-0.1999999999999318,1.0
cauldron_001,2025-11-03,1762147560,1762147680,-0.050000000000011376,2.0
cauldron_001,2025-11-03,1762148220,1762148340,-0.1899999999999977,2.0
cauldron_001,2025-11-03,1762148700,1762148820,-0.07499999999998863,2.0
cauldron_001,2025-11-03,1762149180,1762149240,-0.21000000000003638,1.0
cauldron_001,2025-11-03,1762151220,1762151280,-0.009999999999990903,1.0
cauldron_001,2025-11-03,1762151820,1762151880,-0.019999999999981807,1.0
cauldron_001,2025-11-03,1762152420,1762152540,-0.05499999999994997,2.0
cauldron_001,2025-11-03,1762152660,1762152720,-0.21000000000003638,1.0
cauldron_001,2025-11-03,1762153080,1762153140,-0.03999999999996361,1.0
cauldron_001,2025-11-03,1762153800,1762153920,-0.19499999999999318,2.0
cauldron_001,2025-11-03,1762155060,1762155120,-0.18000000000006366,1.0
cauldron_001,2025-11-03,1762155240,1762155360,-0.10000000000002272,2.0
cauldron_001,2025-11-03,1762155840,1762155900,-0.06999999999993634,1.0
cauldron_001,2025-11-03,1762156440,1762167360,-0.44982245658831554,182.0
cauldron_001,2025-11-03,1762167480,1762167660,-0.10900000000001452,3.0
cauldron_001,2025-11-03,1762168620,1762168800,-0.18900000000000994,3.0
cauldron_001,2025-11-03,1762169400,1762169460,-0.11000000000001366,1.0
cauldron_001,2025-11-03,1762170540,1762170600,-0.18000000000006366,1.0
cauldron_001,2025-11-03,1762171980,1762172280,-0.10800000000000573,5.0
cauldron_001,2025-11-03,1762172580,1762172700,-0.13499999999999088,2.0
